id,cost,locked_in,locked_out,xloc,yloc
47,1,FALSE,FALSE,-32.55,-3.94
48,1,FALSE,FALSE,-32.54,-3.94
49,1,FALSE,FALSE,-32.53,-3.94
50,1,FALSE,FALSE,-32.52,-3.94
51,1,FALSE,FALSE,-32.51,-3.94
52,1,FALSE,FALSE,-32.5,-3.94
53,1,FALSE,FALSE,-32.49,-3.94
54,1,FALSE,FALSE,-32.48,-3.94
55,1,FALSE,FALSE,-32.47,-3.94
56,1,FALSE,FALSE,-32.46,-3.94
57,1,FALSE,FALSE,-32.45,-3.94
58,1,FALSE,FALSE,-32.44,-3.94
59,1,FALSE,FALSE,-32.43,-3.94
60,1,FALSE,FALSE,-32.42,-3.94
61,1,FALSE,FALSE,-32.41,-3.94
62,1,FALSE,FALSE,-32.4,-3.94
63,4.52636052461616,FALSE,FALSE,-32.39,-3.94
64,1,FALSE,FALSE,-32.38,-3.94
65,1,FALSE,FALSE,-32.37,-3.94
66,1,FALSE,FALSE,-32.36,-3.94
67,1,FALSE,FALSE,-32.35,-3.94
68,1,FALSE,FALSE,-32.34,-3.94
69,1,FALSE,FALSE,-32.33,-3.94
70,1,FALSE,FALSE,-32.32,-3.94
71,1,FALSE,FALSE,-32.31,-3.94
72,1,FALSE,FALSE,-32.3,-3.94
73,1,FALSE,FALSE,-32.65,-3.93
74,1,FALSE,FALSE,-32.64,-3.93
75,1,FALSE,FALSE,-32.63,-3.93
76,2.38629436111989,FALSE,FALSE,-32.62,-3.93
77,1,FALSE,FALSE,-32.61,-3.93
78,1,FALSE,FALSE,-32.6,-3.93
79,1,FALSE,FALSE,-32.59,-3.93
80,1,FALSE,FALSE,-32.58,-3.93
81,1,FALSE,FALSE,-32.57,-3.93
82,1,FALSE,FALSE,-32.56,-3.93
83,1,FALSE,FALSE,-32.55,-3.93
84,1,FALSE,FALSE,-32.54,-3.93
85,1,FALSE,FALSE,-32.53,-3.93
86,1,FALSE,FALSE,-32.52,-3.93
87,1,FALSE,FALSE,-32.51,-3.93
88,1,FALSE,FALSE,-32.5,-3.93
89,1,FALSE,FALSE,-32.49,-3.93
90,1,FALSE,FALSE,-32.48,-3.93
91,1,FALSE,FALSE,-32.47,-3.93
92,1,FALSE,FALSE,-32.46,-3.93
93,1,FALSE,FALSE,-32.45,-3.93
94,1,FALSE,FALSE,-32.44,-3.93
95,1,FALSE,FALSE,-32.43,-3.93
96,1,FALSE,FALSE,-32.42,-3.93
97,1,FALSE,FALSE,-32.41,-3.93
98,1,FALSE,FALSE,-32.4,-3.93
99,1,FALSE,FALSE,-32.39,-3.93
100,1,FALSE,FALSE,-32.38,-3.93
101,1,FALSE,FALSE,-32.37,-3.93
102,1,FALSE,FALSE,-32.36,-3.93
103,1,FALSE,FALSE,-32.35,-3.93
104,1,FALSE,FALSE,-32.34,-3.93
105,1,FALSE,FALSE,-32.33,-3.93
106,1,FALSE,FALSE,-32.32,-3.93
107,1,FALSE,FALSE,-32.31,-3.93
108,1,FALSE,FALSE,-32.3,-3.93
109,1,FALSE,FALSE,-32.65,-3.92
110,1.69314718055995,FALSE,FALSE,-32.64,-3.92
111,7.42971947803914,FALSE,FALSE,-32.63,-3.92
112,5.98360662170834,FALSE,FALSE,-32.62,-3.92
113,1,FALSE,FALSE,-32.61,-3.92
114,1,FALSE,FALSE,-32.6,-3.92
115,1,FALSE,FALSE,-32.59,-3.92
116,1,FALSE,FALSE,-32.58,-3.92
117,1,FALSE,FALSE,-32.57,-3.92
118,1,FALSE,FALSE,-32.56,-3.92
119,1,FALSE,FALSE,-32.55,-3.92
120,1,FALSE,FALSE,-32.54,-3.92
121,1,FALSE,FALSE,-32.53,-3.92
122,1,FALSE,FALSE,-32.52,-3.92
123,1,FALSE,FALSE,-32.51,-3.92
124,1,FALSE,FALSE,-32.5,-3.92
125,1,FALSE,FALSE,-32.49,-3.92
126,1,FALSE,FALSE,-32.48,-3.92
127,1,FALSE,FALSE,-32.47,-3.92
128,1,FALSE,FALSE,-32.46,-3.92
129,1,FALSE,FALSE,-32.45,-3.92
130,1,FALSE,FALSE,-32.44,-3.92
131,1,FALSE,FALSE,-32.43,-3.92
132,1,FALSE,FALSE,-32.42,-3.92
133,1.69314718055995,FALSE,FALSE,-32.41,-3.92
134,4.29583686600433,FALSE,FALSE,-32.4,-3.92
135,5.46590811865458,FALSE,FALSE,-32.39,-3.92
136,4.66356164612965,FALSE,FALSE,-32.38,-3.92
137,1,FALSE,FALSE,-32.37,-3.92
138,1,FALSE,FALSE,-32.36,-3.92
139,1,FALSE,FALSE,-32.35,-3.92
140,1,FALSE,FALSE,-32.34,-3.92
141,1,FALSE,FALSE,-32.33,-3.92
142,1,FALSE,FALSE,-32.32,-3.92
143,1,FALSE,FALSE,-32.31,-3.92
144,1,FALSE,FALSE,-32.3,-3.92
145,1,FALSE,FALSE,-32.65,-3.91
146,7.13772705408623,FALSE,FALSE,-32.64,-3.91
147,9.3466420902212,FALSE,FALSE,-32.63,-3.91
148,9.34188696951619,FALSE,FALSE,-32.62,-3.91
149,1,FALSE,FALSE,-32.61,-3.91
150,1,FALSE,FALSE,-32.6,-3.91
151,1,FALSE,FALSE,-32.59,-3.91
152,1,FALSE,FALSE,-32.58,-3.91
153,1,FALSE,FALSE,-32.57,-3.91
154,1,FALSE,FALSE,-32.56,-3.91
155,1,FALSE,FALSE,-32.55,-3.91
156,1,FALSE,FALSE,-32.54,-3.91
157,1,FALSE,FALSE,-32.53,-3.91
158,1,FALSE,FALSE,-32.52,-3.91
159,1,FALSE,FALSE,-32.51,-3.91
160,1,FALSE,FALSE,-32.5,-3.91
161,1,FALSE,FALSE,-32.49,-3.91
162,1,FALSE,FALSE,-32.48,-3.91
163,1,FALSE,FALSE,-32.47,-3.91
164,1,FALSE,FALSE,-32.46,-3.91
165,1,FALSE,FALSE,-32.45,-3.91
166,1,FALSE,FALSE,-32.44,-3.91
167,1,FALSE,FALSE,-32.43,-3.91
168,1,FALSE,FALSE,-32.42,-3.91
169,1,FALSE,FALSE,-32.41,-3.91
170,1,FALSE,FALSE,-32.4,-3.91
171,1,FALSE,FALSE,-32.39,-3.91
172,4.46573590279973,FALSE,FALSE,-32.38,-3.91
173,6.78074351579233,FALSE,FALSE,-32.37,-3.91
174,1,FALSE,FALSE,-32.36,-3.91
175,1,FALSE,FALSE,-32.35,-3.91
176,1,FALSE,FALSE,-32.34,-3.91
177,1,FALSE,FALSE,-32.33,-3.91
178,1,FALSE,FALSE,-32.32,-3.91
179,1,FALSE,FALSE,-32.31,-3.91
180,1,FALSE,FALSE,-32.3,-3.91
181,5.97673374242057,FALSE,FALSE,-32.65,-3.9
182,6.73657229747919,FALSE,FALSE,-32.64,-3.9
183,6.81413053182507,FALSE,FALSE,-32.63,-3.9
184,7.83733281468559,FALSE,FALSE,-32.62,-3.9
185,6.55682806169954,FALSE,FALSE,-32.61,-3.9
186,1,FALSE,FALSE,-32.6,-3.9
187,1,FALSE,FALSE,-32.59,-3.9
188,1,FALSE,FALSE,-32.58,-3.9
189,1,FALSE,FALSE,-32.57,-3.9
190,1,FALSE,FALSE,-32.56,-3.9
191,1,FALSE,FALSE,-32.55,-3.9
192,1,FALSE,FALSE,-32.54,-3.9
193,1,FALSE,FALSE,-32.53,-3.9
194,1,FALSE,FALSE,-32.52,-3.9
195,1,FALSE,FALSE,-32.51,-3.9
196,1,FALSE,FALSE,-32.5,-3.9
197,1,FALSE,FALSE,-32.49,-3.9
198,1,FALSE,FALSE,-32.48,-3.9
199,1,FALSE,FALSE,-32.47,-3.9
200,1,FALSE,FALSE,-32.46,-3.9
201,1,FALSE,FALSE,-32.45,-3.9
202,1,FALSE,FALSE,-32.44,-3.9
203,1,FALSE,FALSE,-32.43,-3.9
204,1,FALSE,FALSE,-32.42,-3.9
205,1,FALSE,FALSE,-32.41,-3.9
206,1,FALSE,FALSE,-32.4,-3.9
207,1,FALSE,FALSE,-32.39,-3.9
208,1,FALSE,FALSE,-32.38,-3.9
209,7.58479139238572,FALSE,FALSE,-32.37,-3.9
210,8.54908271081229,FALSE,FALSE,-32.36,-3.9
211,6.605802066296,FALSE,FALSE,-32.35,-3.9
212,1,FALSE,FALSE,-32.34,-3.9
213,1,FALSE,FALSE,-32.33,-3.9
214,1,FALSE,FALSE,-32.32,-3.9
215,1,FALSE,FALSE,-32.31,-3.9
216,1,FALSE,FALSE,-32.3,-3.9
217,3.63905732961526,FALSE,FALSE,-32.65,-3.89
218,1,FALSE,FALSE,-32.64,-3.89
219,4.58351893845611,FALSE,FALSE,-32.63,-3.89
220,6.95324333428778,FALSE,FALSE,-32.62,-3.89
