Poly_LabelName,Poly_Longitude,Poly_Latitude,Poly_Time,Poly_EsuPingStart,Poly_Bottom,Poly_depth,Poly_limit_up,Poly_limit_down,Poly_sum_Sa_70,Poly_sum_Sa_200,Poly_mean_Sv_70,Poly_mean_Sv_200,Poly_pixel_number,FAROFA,MPA,Wind_exposure,distanceToCoast,distanceToShelfbreak,SaFish_70,SaNoFish_70,SaFish_200,SaNoFish_200,Sediment,nb_Sediment,Depth_std,Rugosity,Slope,ESU25row,Poly_sum_logSa_70,Poly_sum_logSa_200,logSaFish_70,logSaFish_200,logSaNoFish_70,logSaNoFish_200,SaFish_Other_70,SaFish_Other_200,logSaFish_Other_70,logSaFish_Other_200,distanceToShelfbreak_factor
bottom.small.fish.school,-32.39878155,-3.889657979,736959.5564,372152,50.323,48.3,43.1964628,52.63935865,2069621.379,1601434.741,-41.27255428,-35.77851511,47697,1,in,windward,2.876027625,2.807540109,3.520026,93.76561,3.443821,31.89812,NA,NA,0.486336568,0.692106097,0.031555381,11177,6.31589111179646,6.20450951690617,0.655140932958297,0.647756556956966,1.97665076247629,1.51717108041336,2069617.858974,1601431.297179,6.3158903731452,6.20450858297294,meso_upper
bottom.small.fish.school,-32.40653854,-3.821814502,736959.8113,421221,29.148,28.5,26.75806434,30.13431926,2071859.327,1602580.188,-41.273173,-35.77914775,47765,1,out,leeward,0.643829063,-3.9934385,3.900087,54.48121,1.329567,15.97578,NA,NA,0.128713498,0.693461945,0.001480848,13354,6.31636047440439,6.20482004044187,0.690203790902902,0.367275205581341,1.74414592411345,1.22982973829353,2071855.426913,1602578.858433,6.31635965688409,6.20481968013322,eu_lower
bottom.small.fish.school,-32.40576292,-3.824799744,736959.8126,421925,25.73,25.3,20.35004145,29.83219317,2076299.698,1605418.499,-41.27449845,-35.78049371,47911,1,out,leeward,0.310399884,-4.23692427,0,57.65595,0,10.62729,NA,NA,0.176840613,0.692382058,0.008956824,13369,6.31729024995931,6.20558853349853,0,0,1.76831207307731,1.06547850447985,2076299.698,1605418.499,6.31729024995931,6.20558853349853,eu_lower
small.pelagics.school,-32.39196472,-3.780341267,736954.3521,66040,89.57088197,64.7,56.74168161,73.75107301,41454.19295,43390.62484,-40.56944626,-43.14330854,705,1,off50m,leeward,3.013770823,0.712068352,1593.4,131.9641,1948.503,100.365,NA,NA,0.277039406,0.775943976,0.00438062,1227,4.61757894087589,4.63740591299701,3.20259728569243,3.28992390784021,2.12373439828663,2.00588802471332,39860.79295,41442.12184,4.60055682900519,4.61745246263532,meso_lower
small.pelagics.school,-32.38859811,-3.784956945,736954.3549,66283,88.51149079,53.3,30.27081625,74.49523389,410645.7599,358594.5674,-37.44630538,-39.97882497,6913,1,off50m,leeward,2.402406971,0.563626174,4390.675,566.6628,2970.916,775.744,NA,NA,0.501166575,0.784620927,0.071603762,1254,5.61346840049073,5.55460491694502,3.64263019325234,3.47303653010468,2.75409043503205,2.89027790720933,406255.0849,355623.6514,5.60879987889451,5.55099185802349,meso_lower
small.pelagics.school,-32.35749703,-3.8152801,736954.3891,69215,70.05339687,35.9,22.63250506,49.31760553,456529.8903,391717.0208,-37.48007296,-40.01886672,7595,1,off50m,windward,2.630651856,0.361161466,1214.798,194.1189,613.9944,42.27219,NA,NA,1.120211204,0.757579872,0.13907505,1572,5.65947016857997,5.59297355151716,3.0848614246302,2.78887116120603,2.29029933893915,1.6362088753431,455315.0923,391103.0264,5.65831299990974,5.59229228701912,meso_middle
small.pelagics.school,-32.35572148,-3.817460313,736954.3911,69391,69.45937989,42.7,20.62989599,62.87696879,618814.9689,539955.5,-37.57420476,-40.11805902,9646,1,off50m,windward,2.889012753,0.278693432,4858.542,107.2417,5254.396,112.6996,NA,NA,0.237431473,0.811575192,0.013845933,1588,5.79156151238943,5.73235877358052,3.68659533999364,3.72060544617496,2.03439460449516,2.05575893682407,613956.4269,534701.104,5.78813825729193,5.72811189300962,meso_middle
small.pelagics.school,-32.35422569,-3.862883815,736954.5026,78961,58.44007709,41.3,29.47637327,51.4568774,723611.6283,635776.8637,-37.55706713,-40.1932324,11473,1,off50m,windward,4.558054746,0.312661167,2155.841,311.6538,1855.306,105.3063,NA,NA,0.130042657,0.818127627,0.017811332,2698,5.85950613744862,5.80330540272267,3.33381813056021,3.26864956841167,2.49506371147184,2.02655900275624,721455.7873,633921.5577,5.85821032351103,5.80203620611861,meso_upper
small.pelagics.school,-32.355121,-3.880978128,736954.5133,79883,80.82153665,46.7,19.71170683,84.88530782,1948196.806,1984181.407,-31.45115487,-37.06149352,31010,1,off50m,windward,5.350158355,0.251699074,3261.907,714.9178,3153.264,218.6248,NA,NA,0.640931276,0.813261493,0.074350027,2801,6.28963304992093,6.2975815945884,3.51360469561981,3.49889803932422,2.85486316049812,2.34168137901588,1944934.899,1981028.143,6.28890529246413,6.29689086450926,meso_lower
small.pelagics.school,-32.35779174,-3.89134104,736954.5269,81050,71.48815851,55.1,26.18927133,90.39647847,2374304.776,2570084.661,-31.56939687,-33.50905135,40714,1,in,windward,5.815845817,0.480294029,2627.292,103.274,2339.842,53.40667,NA,NA,0.186890674,0.801080946,0.021387058,2912,6.37553664902379,6.4099475986152,3.41967361314955,3.36937210107643,2.01817603360236,1.73565214540817,2371677.484,2567744.819,6.37505581365983,6.40955203074057,meso_middle
small.pelagics.school,-32.35775762,-3.815038644,736954.7517,150386,73.041,37.1,21.73899882,52.23826171,2479358.387,2647308.064,-31.57826583,-33.51809962,41554,1,off50m,windward,2.595894977,0.32341333,2791.049,95.8018,1700.292,69.59041,NA,NA,1.96298801,0.833978299,0.138297731,4107,6.39433948299147,6.42280464661087,3.44592303581462,3.23077885982379,1.98588343295715,1.84874570435241,2476567.338,2645607.772,6.39385031633092,6.42252562189086,meso_middle
small.pelagics.school,-32.35538341,-3.819025916,736954.7544,150622,64.4458655,37.7,11.62217015,63.8428593,2673408.292,2837025.134,-31.61023247,-33.55019508,44728,1,off50m,windward,2.983719676,0.142235146,1583.615,275.8947,3791.802,80.45966,NA,NA,0.193662031,0.827344138,0.018699546,4131,6.42706545320084,6.45286333643022,3.19992376265102,3.5789601713208,2.44231464305947,1.91094259307588,2671824.677,2833233.332,6.42680811922765,6.452282495765,meso_middle
